scenario_group,scenario_name,scenario_variant,variable,use_technology_fuel,country,model,unit,time_resolution,timestamp,value
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 03:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 04:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 05:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 06:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 07:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 08:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 09:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 10:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 11:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 12:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 13:00,0.017941393
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 14:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 15:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 16:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 17:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 18:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 19:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 20:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 21:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 22:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.02.2050 23:00,0.001274725
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 00:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 01:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 02:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 03:00,0.017666668
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 04:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 05:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 06:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 07:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 08:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 09:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 10:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 11:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 12:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 13:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 14:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 15:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 16:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 17:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 18:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 19:00,0.017666668
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 20:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 21:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 22:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,imports,CH,seseth,GW,typical-day,01.07.2050 23:00,0.001
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 00:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 01:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 02:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 03:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 04:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 05:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 06:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 07:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 08:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 09:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 10:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 11:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 12:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 13:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 14:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 15:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 16:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 17:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 18:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 19:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 20:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 21:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 22:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.02.2050 23:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 00:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 01:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 02:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 03:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 04:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 05:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 06:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 07:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 08:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 09:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 10:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 11:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 12:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 13:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 14:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 15:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 16:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 17:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 18:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 19:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 20:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 21:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 22:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,battery_out,CH,seseth,GW,typical-day,01.07.2050 23:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 00:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 01:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 02:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 03:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 04:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 05:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 06:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 07:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 08:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 09:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 10:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 11:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 12:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 13:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 14:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 15:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 16:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 17:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 18:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 19:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 20:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 21:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 22:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.02.2050 23:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 00:00,0.6135178
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 01:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 02:00,0.70485425
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 03:00,0.8252607
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 04:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 05:00,0.23993863
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 06:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 07:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 08:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 09:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 10:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 11:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 12:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 13:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 14:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 15:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 16:00,0
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 17:00,1.3133073
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 18:00,1.814653
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 19:00,3.426442
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 20:00,2.149373
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 21:00,2.047561
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 22:00,0.84838253
cross202209,abroad-alone,reference,electricity_supply_typical_day,phs_out,CH,seseth,GW,typical-day,01.07.2050 23:00,1.251729
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 00:00,2.8133268
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 01:00,2.6353898
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 02:00,2.5121477
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 03:00,2.487471
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 04:00,2.5105622
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 05:00,3.0986743
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 06:00,3.7785351
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 07:00,4.415186
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 08:00,4.670866
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 09:00,4.93692
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 10:00,5.1332893
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 11:00,5.7825613
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 12:00,5.6185555
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 13:00,5.018701
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 14:00,4.807785
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 15:00,4.722953
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 16:00,4.735253
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 17:00,4.7707596
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 18:00,5.2887125
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 19:00,5.079453
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 20:00,4.258655
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 21:00,3.5163953
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 22:00,3.193144
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.02.2050 23:00,3.066904
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 00:00,2.7533798
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 01:00,2.5557973
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 02:00,2.472438
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 03:00,2.4995787
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 04:00,2.531789
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 05:00,3.1224794
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 06:00,3.7485535
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 07:00,4.319455
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 08:00,4.7577558
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 09:00,5.154275
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 10:00,5.4399557
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 11:00,6.0084114
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 12:00,5.835939
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 13:00,5.3741217
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 14:00,5.2131753
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 15:00,5.007263
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 16:00,4.829484
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 17:00,4.6531405
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 18:00,5.0704303
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 19:00,4.8734593
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 20:00,4.2309885
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 21:00,3.4752436
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 22:00,3.1129391
cross202209,domestic-together,reference,electricity_consumption_typical_day,elec_appliances,CH,seseth,GW,typical-day,01.07.2050 23:00,2.8424716
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 00:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 01:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 02:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 03:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 04:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 05:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 06:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 07:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 08:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 09:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 10:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 11:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 12:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 13:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 14:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 15:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 16:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 17:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 18:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 19:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 20:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 21:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 22:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.02.2050 23:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.07.2050 00:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.07.2050 01:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.07.2050 02:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.07.2050 03:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.07.2050 04:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.07.2050 05:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.07.2050 06:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.07.2050 07:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.07.2050 08:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.07.2050 09:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.07.2050 10:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.07.2050 11:00,0
cross202209,domestic-together,reference,electricity_consumption_typical_day,battery_in,CH,seseth,GW,typical-day,01.07.2050 12:00,0
