scenario_group,scenario_name,scenario_variant,variable,use_technology_fuel,country,model,unit,time_resolution,timestamp,value
cross202209,abroad-alone,reference,electricity_consumption_typical_day,passenger_rail,CH,seseth,GW,typical-day,01.07.2050 15:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,passenger_rail,CH,seseth,GW,typical-day,01.07.2050 16:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,passenger_rail,CH,seseth,GW,typical-day,01.07.2050 17:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,passenger_rail,CH,seseth,GW,typical-day,01.07.2050 18:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,passenger_rail,CH,seseth,GW,typical-day,01.07.2050 19:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,passenger_rail,CH,seseth,GW,typical-day,01.07.2050 20:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,passenger_rail,CH,seseth,GW,typical-day,01.07.2050 21:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,passenger_rail,CH,seseth,GW,typical-day,01.07.2050 22:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,passenger_rail,CH,seseth,GW,typical-day,01.07.2050 23:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 00:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 01:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 02:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 03:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 04:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 05:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 06:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 07:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 08:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 09:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 10:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 11:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 12:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 13:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 14:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 15:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 16:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 17:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 18:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 19:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 20:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 21:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 22:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.02.2050 23:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 00:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 01:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 02:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 03:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 04:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 05:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 06:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 07:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 08:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 09:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 10:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 11:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 12:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 13:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 14:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 15:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 16:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 17:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 18:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 19:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 20:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 21:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 22:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,freight_rail,CH,seseth,GW,typical-day,01.07.2050 23:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 00:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 01:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 02:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 03:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 04:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 05:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 06:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 07:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 08:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 09:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 10:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 11:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 12:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 13:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 14:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 15:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 16:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 17:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 18:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 19:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 20:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 21:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 22:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 23:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 00:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 01:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 02:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 03:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 04:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 05:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 06:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 07:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 08:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 09:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 10:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 11:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 12:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 13:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 14:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 15:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 16:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 17:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 18:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 19:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 20:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 21:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 22:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_boiler_electrode,CH,seseth,GW,typical-day,01.07.2050 23:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 00:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 01:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 02:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 03:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 04:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 05:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 06:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 07:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 08:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 09:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 10:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 11:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 12:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 13:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 14:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 15:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 16:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 17:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 18:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 19:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 20:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 21:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 22:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.02.2050 23:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 00:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 01:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 02:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 03:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 04:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 05:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 06:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 07:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 08:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 09:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 10:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 11:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 12:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 13:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 14:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 15:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 16:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 17:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 18:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 19:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 20:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 21:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 22:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heater_elec,CH,seseth,GW,typical-day,01.07.2050 23:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 00:00,1.4287031
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 01:00,1.4697498
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 02:00,1.507228
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 03:00,1.5313414
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 04:00,1.5692904
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 05:00,1.961468
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 06:00,1.7250173
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 07:00,1.8923159
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 08:00,2.1360664
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 09:00,2.1504064
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 10:00,1.6057874
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 11:00,1.3968321
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 12:00,1.2445267
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 13:00,1.7249699
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 14:00,1.5590085
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 15:00,1.3340878
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 16:00,1.4075271
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 17:00,1.5670753
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 18:00,1.6826026
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 19:00,1.580065
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 20:00,1.7120812
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 21:00,1.7694829
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 22:00,1.6618328
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.02.2050 23:00,1.7438511
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 00:00,0.06692232
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 01:00,0.050555374
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 02:00,0.07270323
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 03:00,0.13236812
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 04:00,0.23660862
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 05:00,0.49096155
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 06:00,0.65480846
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 07:00,0.978539
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 08:00,1.1508887
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 09:00,1.4825523
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 10:00,1.0140221
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 11:00,1.4040798
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 12:00,1.1635607
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 13:00,1.3961304
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 14:00,1.5229455
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 15:00,1.2597194
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 16:00,0.9866739
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 17:00,0.9894366
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 18:00,0.7891641
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 19:00,0.5870132
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 20:00,0.43028042
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 21:00,0.30019426
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 22:00,0.1952892
cross202209,abroad-alone,reference,electricity_consumption_typical_day,space_heating_heat_pump,CH,seseth,GW,typical-day,01.07.2050 23:00,0.12052656
cross202209,abroad-alone,reference,electricity_consumption_typical_day,process_heat_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 00:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,process_heat_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 01:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,process_heat_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 02:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,process_heat_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 03:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,process_heat_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 04:00,0
cross202209,abroad-alone,reference,electricity_consumption_typical_day,process_heat_boiler_electrode,CH,seseth,GW,typical-day,01.02.2050 05:00,0
